visual_id,visual_name,visual_type,candidate_canonical_item_id,candidate_canonical_name,rule,mapping_status,identity_status,confidence,note
wu0000113,루어스클리머스,armor,IT_WIZ_ARM_4B,클리머스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000114,밀레스클리머스,armor,IT_WIZ_ARM_4B,클리머스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000115,수오미홀리로브,armor,IT_PRI_ARM_4B,홀리로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000116,뤼케시온홀리로브,armor,IT_PRI_ARM_4B,홀리로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000117,루어스홀리로브,armor,IT_PRI_ARM_4B,홀리로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000118,밀레스홀리로브,armor,IT_PRI_ARM_4B,홀리로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000119,수오미풍전도복,armor,IT_MON_ARM_4B,풍전도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000120,뤼케시온풍전도복,armor,IT_MON_ARM_4B,풍전도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000122,밀레스풍전도복,armor,IT_MON_ARM_4B,풍전도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000123,수오미라비린스메일,armor,IT_WAR_ARM_4B,라비린스메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000124,뤼케시온라비린스메일,armor,IT_WAR_ARM_4B,라비린스메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000125,루어스라비린스메일,armor,IT_WAR_ARM_4B,라비린스메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000126,밀레스라비린스메일,armor,IT_WAR_ARM_4B,라비린스메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000143,수오미카스뮴플레이트,armor,IT_WAR_ARM_3B,카스뮴플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000144,뤼케시온카스뮴플레이트,armor,IT_WAR_ARM_3B,카스뮴플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000145,루어스카스뮴플레이트,armor,IT_WAR_ARM_3B,카스뮴플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000146,밀레스카스뮴플레이트,armor,IT_WAR_ARM_3B,카스뮴플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000147,수오미페플로스,armor,IT_ROG_ARM_4B,페플로스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000148,뤼케시온페플로스,armor,IT_ROG_ARM_4B,페플로스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000149,루어스페플로스,armor,IT_ROG_ARM_4B,페플로스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000231,오렌연무복,armor,IT_MON_ARM_1B,연무복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000234,오렌풍전도복,armor,IT_MON_ARM_4B,풍전도복,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000236,오렌로브,armor,IT_PRI_ARM_1B,로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000237,오렌미스틱로브,armor,IT_PRI_ARM_2B,미스틱로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000238,오렌엘레맨틀,armor,IT_PRI_ARM_3B,엘레맨틀,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000239,오렌홀리로브,armor,IT_PRI_ARM_4B,홀리로브,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000241,오렌꼬뜨,armor,IT_ROG_ARM_1B,꼬뜨,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000242,오렌브리간딘,armor,IT_ROG_ARM_2B,브리간딘,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000243,오렌페플로스,armor,IT_ROG_ARM_4B,페플로스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000244,오렌코르스,armor,IT_ROG_ARM_3B,코르스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000246,오렌튜닉,armor,IT_WAR_ARM_1F,튜닉,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000248,오렌카스뮴플레이트,armor,IT_WAR_ARM_3B,카스뮴플레이트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000249,오렌피닉스메일,armor,IT_WAR_ARM_4D,피닉스메일,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000251,오렌매직스커트,armor,IT_WIZ_ARM_1B,매직스커트,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000252,오렌베누스타,armor,IT_WIZ_ARM_2B,베누스타,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000254,오렌클리머스,armor,IT_WIZ_ARM_4B,클리머스,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
wu0000290,밀레스스톨라,armor,IT_WIZ_ARM_3B,스톨라,STRIP_TOWN_PREFIX,VISUAL_VARIANT_FAMILY_CANDIDATE,NOT_EXACT_ITEM_IDENTITY,HIGH_FAMILY / NOT_IDENTITY,정규화 결과 동일 원형 이름. 도시/FX/성별 변형은 별도 item identity일 수 있으므로 canonical Item_ID로 자동 승격 금지.
