type,id,name,group,frame_index,sprite_name,b,w,h,px,py,sx,sy,webp
cape,wc112,,d,11,wc112d_11,wc000,15,16,0.2,-2.1875,855,0,master/assets/animation_frames/cape/wc112/d/wc112_d_011.webp
cape,wc112,,d,12,wc112d_12,wc000,18,15,0.4444,-2.3333,0,20,master/assets/animation_frames/cape/wc112/d/wc112_d_012.webp
cape,wc112,,d,13,wc112d_13,wc000,17,18,0.3529,-1.7222,621,0,master/assets/animation_frames/cape/wc112/d/wc112_d_013.webp
cape,wc112,,d,14,wc112d_14,wc000,13,12,-0.1538,-2.75,295,20,master/assets/animation_frames/cape/wc112/d/wc112_d_014.webp
cape,wc112,,d,15,wc112d_15,wc000,15,12,0.2667,-2.5,309,20,master/assets/animation_frames/cape/wc112/d/wc112_d_015.webp
cape,wc112,,d,16,wc112d_16,wc000,5,12,1.4,-2.6667,325,20,master/assets/animation_frames/cape/wc112/d/wc112_d_016.webp
cape,wc112,,d,17,wc112d_17,wc000,5,12,-0.8,-2.6667,331,20,master/assets/animation_frames/cape/wc112/d/wc112_d_017.webp
cape,wc112,,e,0,wc112e_0,wc000,16,18,0.375,-1.6111,639,0,master/assets/animation_frames/cape/wc112/e/wc112_e_000.webp
cape,wc112,,e,1,wc112e_1,wc000,16,18,0.25,-1.2778,656,0,master/assets/animation_frames/cape/wc112/e/wc112_e_001.webp
cape,wc112,,e,2,wc112e_2,wc000,14,10,0.3571,-3.8,660,20,master/assets/animation_frames/cape/wc112/e/wc112_e_002.webp
cape,wc112,,e,3,wc112e_3,wc000,15,14,-0.2,-1.5,19,20,master/assets/animation_frames/cape/wc112/e/wc112_e_003.webp
cape,wc112,,e,4,wc112e_4,wc000,16,18,0.25,-1.2778,673,0,master/assets/animation_frames/cape/wc112/e/wc112_e_004.webp
cape,wc112,,e,5,wc112e_5,wc000,15,18,0.1333,-1.3333,690,0,master/assets/animation_frames/cape/wc112/e/wc112_e_005.webp
cape,wc112,,e,6,wc112e_6,wc000,13,10,-0.3846,-2.5,675,20,master/assets/animation_frames/cape/wc112/e/wc112_e_006.webp
cape,wc112,,e,7,wc112e_7,wc000,14,18,-0.0714,-1.0556,706,0,master/assets/animation_frames/cape/wc112/e/wc112_e_007.webp
cape,wc112,,e,8,wc112e_8,wc000,11,16,1.0909,-2.0625,871,0,master/assets/animation_frames/cape/wc112/e/wc112_e_008.webp
cape,wc112,,e,9,wc112e_9,wc000,11,16,1.0909,-2.0625,883,0,master/assets/animation_frames/cape/wc112/e/wc112_e_009.webp
cape,wc112,,e,10,wc112e_10,wc000,9,16,1.5556,-2.125,895,0,master/assets/animation_frames/cape/wc112/e/wc112_e_010.webp
cape,wc112,,e,11,wc112e_11,wc000,9,16,1.5556,-2.125,905,0,master/assets/animation_frames/cape/wc112/e/wc112_e_011.webp
cape,wc112,,e,12,wc112e_12,wc000,6,12,0.6667,-3.0833,337,20,master/assets/animation_frames/cape/wc112/e/wc112_e_012.webp
cape,wc112,,e,13,wc112e_13,wc000,6,12,0.6667,-3.0833,344,20,master/assets/animation_frames/cape/wc112/e/wc112_e_013.webp
cape,wc112,,e,14,wc112e_14,wc000,6,12,0.5,-3.0833,351,20,master/assets/animation_frames/cape/wc112/e/wc112_e_014.webp
cape,wc112,,e,15,wc112e_15,wc000,6,12,0.5,-3.0833,358,20,master/assets/animation_frames/cape/wc112/e/wc112_e_015.webp
cape,wc112,,e,16,wc112e_16,wc000,9,16,1.3333,-2.0625,915,0,master/assets/animation_frames/cape/wc112/e/wc112_e_016.webp
cape,wc112,,e,17,wc112e_17,wc000,9,16,1.4444,-2.0625,925,0,master/assets/animation_frames/cape/wc112/e/wc112_e_017.webp
cape,wc112,,e,18,wc112e_18,wc000,10,16,1.2,-2.0625,935,0,master/assets/animation_frames/cape/wc112/e/wc112_e_018.webp
cape,wc112,,e,19,wc112e_19,wc000,10,16,1.2,-2.0625,946,0,master/assets/animation_frames/cape/wc112/e/wc112_e_019.webp
cape,wc112,,e,20,wc112e_20,wc000,9,16,1.5556,-2.125,957,0,master/assets/animation_frames/cape/wc112/e/wc112_e_020.webp
cape,wc112,,e,21,wc112e_21,wc000,9,16,1.5556,-2.125,967,0,master/assets/animation_frames/cape/wc112/e/wc112_e_021.webp
cape,wc112,,e,22,wc112e_22,wc000,6,12,0.5,-3.0,365,20,master/assets/animation_frames/cape/wc112/e/wc112_e_022.webp
cape,wc112,,e,23,wc112e_23,wc000,6,12,0.6667,-3.0833,372,20,master/assets/animation_frames/cape/wc112/e/wc112_e_023.webp
cape,wc112,,e,24,wc112e_24,wc000,6,12,0.6667,-3.0833,379,20,master/assets/animation_frames/cape/wc112/e/wc112_e_024.webp
cape,wc112,,e,25,wc112e_25,wc000,6,12,0.6667,-3.0833,386,20,master/assets/animation_frames/cape/wc112/e/wc112_e_025.webp
cape,wc112,,e,26,wc112e_26,wc000,6,12,0.5,-3.0833,393,20,master/assets/animation_frames/cape/wc112/e/wc112_e_026.webp
cape,wc112,,e,27,wc112e_27,wc000,6,12,0.5,-3.0833,400,20,master/assets/animation_frames/cape/wc112/e/wc112_e_027.webp
cape,wc112,,e,28,wc112e_28,wc000,10,16,1.3,-2.0,977,0,master/assets/animation_frames/cape/wc112/e/wc112_e_028.webp
cape,wc112,,e,29,wc112e_29,wc000,10,14,1.3,-2.3571,35,20,master/assets/animation_frames/cape/wc112/e/wc112_e_029.webp
cape,wc112,,e,30,wc112e_30,wc000,9,16,1.5556,-2.125,988,0,master/assets/animation_frames/cape/wc112/e/wc112_e_030.webp
cape,wc112,,e,31,wc112e_31,wc000,9,16,1.5556,-2.125,998,0,master/assets/animation_frames/cape/wc112/e/wc112_e_031.webp
cape,wc112,,e,32,wc112e_32,wc000,7,12,0.5714,-3.0833,407,20,master/assets/animation_frames/cape/wc112/e/wc112_e_032.webp
cape,wc112,,e,33,wc112e_33,wc000,7,12,0.5714,-3.0833,415,20,master/assets/animation_frames/cape/wc112/e/wc112_e_033.webp
cape,wc112,,e,34,wc112e_34,wc000,7,12,0.4286,-3.1667,423,20,master/assets/animation_frames/cape/wc112/e/wc112_e_034.webp
cape,wc112,,e,35,wc112e_35,wc000,7,12,0.5714,-3.0833,431,20,master/assets/animation_frames/cape/wc112/e/wc112_e_035.webp
cape,wc112,,f,0,wc112f_0,wc000,15,18,0.6667,-1.6111,721,0,master/assets/animation_frames/cape/wc112/f/wc112_f_000.webp
cape,wc112,,f,1,wc112f_1,wc000,17,18,0.6471,-1.7222,737,0,master/assets/animation_frames/cape/wc112/f/wc112_f_001.webp
cape,wc112,,f,2,wc112f_2,wc000,12,12,0.3333,-2.9167,439,20,master/assets/animation_frames/cape/wc112/f/wc112_f_002.webp
cape,wc112,,f,3,wc112f_3,wc000,12,12,0.3333,-3.0,452,20,master/assets/animation_frames/cape/wc112/f/wc112_f_003.webp
cape,wc112,,f,4,wc112f_4,wc000,15,18,0.7333,-1.6667,755,0,master/assets/animation_frames/cape/wc112/f/wc112_f_004.webp
cape,wc112,,f,5,wc112f_5,wc000,15,18,0.7333,-1.6667,771,0,master/assets/animation_frames/cape/wc112/f/wc112_f_005.webp
cape,wc112,,f,6,wc112f_6,wc000,17,18,0.6471,-1.7222,787,0,master/assets/animation_frames/cape/wc112/f/wc112_f_006.webp
cape,wc112,,f,7,wc112f_7,wc000,17,18,0.6471,-1.7778,805,0,master/assets/animation_frames/cape/wc112/f/wc112_f_007.webp
cape,wc112,,f,8,wc112f_8,wc000,11,12,0.3636,-2.9167,465,20,master/assets/animation_frames/cape/wc112/f/wc112_f_008.webp
cape,wc112,,f,9,wc112f_9,wc000,11,12,0.3636,-2.9167,477,20,master/assets/animation_frames/cape/wc112/f/wc112_f_009.webp
cape,wc112,,f,10,wc112f_10,wc000,12,11,0.3333,-3.2727,521,20,master/assets/animation_frames/cape/wc112/f/wc112_f_010.webp
cape,wc112,,f,11,wc112f_11,wc000,12,11,0.3333,-3.2727,534,20,master/assets/animation_frames/cape/wc112/f/wc112_f_011.webp
hair,wh045,가발 W31,01,0,wh04501_0,wh000,15,21,0.5333,-2.2381,15,51,master/assets/animation_frames/hair/wh045/01/wh045_01_000.webp
hair,wh045,가발 W31,01,1,wh04501_1,wh000,14,23,0.4286,-2.0435,63,0,master/assets/animation_frames/hair/wh045/01/wh045_01_001.webp
hair,wh045,가발 W31,01,2,wh04501_2,wh000,15,21,0.5333,-2.2381,31,51,master/assets/animation_frames/hair/wh045/01/wh045_01_002.webp
hair,wh045,가발 W31,01,3,wh04501_3,wh000,15,21,0.5333,-2.1905,47,51,master/assets/animation_frames/hair/wh045/01/wh045_01_003.webp
hair,wh045,가발 W31,01,4,wh04501_4,wh000,15,21,0.5333,-2.2381,63,51,master/assets/animation_frames/hair/wh045/01/wh045_01_004.webp
hair,wh045,가발 W31,01,5,wh04501_5,wh000,15,21,0.5333,-2.1905,79,51,master/assets/animation_frames/hair/wh045/01/wh045_01_005.webp
hair,wh045,가발 W31,01,6,wh04501_6,wh000,14,23,0.4286,-2.0435,78,0,master/assets/animation_frames/hair/wh045/01/wh045_01_006.webp
hair,wh045,가발 W31,01,7,wh04501_7,wh000,14,23,0.4286,-2.0,93,0,master/assets/animation_frames/hair/wh045/01/wh045_01_007.webp
hair,wh045,가발 W31,01,8,wh04501_8,wh000,14,23,0.4286,-2.0435,108,0,master/assets/animation_frames/hair/wh045/01/wh045_01_008.webp
hair,wh045,가발 W31,01,9,wh04501_9,wh000,14,23,0.4286,-2.0,123,0,master/assets/animation_frames/hair/wh045/01/wh045_01_009.webp
hair,wh045,가발 W31,02,0,wh04502_0,wh000,15,21,0.5333,-2.2381,95,51,master/assets/animation_frames/hair/wh045/02/wh045_02_000.webp
hair,wh045,가발 W31,02,1,wh04502_1,wh000,15,21,0.0,-2.1905,111,51,master/assets/animation_frames/hair/wh045/02/wh045_02_001.webp
hair,wh045,가발 W31,02,2,wh04502_2,wh000,14,23,0.4286,-2.0435,138,0,master/assets/animation_frames/hair/wh045/02/wh045_02_002.webp
hair,wh045,가발 W31,02,3,wh04502_3,wh000,14,23,-0.4286,-1.6522,153,0,master/assets/animation_frames/hair/wh045/02/wh045_02_003.webp
hair,wh045,가발 W31,03,0,wh04503_0,wh000,15,21,0.5333,-2.2857,127,51,master/assets/animation_frames/hair/wh045/03/wh045_03_000.webp
hair,wh045,가발 W31,03,1,wh04503_1,wh000,14,23,0.4286,-2.087,168,0,master/assets/animation_frames/hair/wh045/03/wh045_03_001.webp
hair,wh045,가발 W31,03,2,wh04503_2,wh000,15,21,0.5333,-2.2381,143,51,master/assets/animation_frames/hair/wh045/03/wh045_03_002.webp
hair,wh045,가발 W31,03,3,wh04503_3,wh000,15,21,0.4,-2.1429,159,51,master/assets/animation_frames/hair/wh045/03/wh045_03_003.webp
hair,wh045,가발 W31,03,4,wh04503_4,wh000,14,23,0.4286,-2.0435,183,0,master/assets/animation_frames/hair/wh045/03/wh045_03_004.webp
hair,wh045,가발 W31,03,5,wh04503_5,wh000,14,23,0.2143,-2.0,198,0,master/assets/animation_frames/hair/wh045/03/wh045_03_005.webp
hair,wh045,가발 W31,03,6,wh04503_6,wh000,15,21,0.5333,-2.2381,175,51,master/assets/animation_frames/hair/wh045/03/wh045_03_006.webp
hair,wh045,가발 W31,03,7,wh04503_7,wh000,15,21,0.5333,-2.2381,191,51,master/assets/animation_frames/hair/wh045/03/wh045_03_007.webp
hair,wh045,가발 W31,03,8,wh04503_8,wh000,14,23,0.4286,-2.0435,213,0,master/assets/animation_frames/hair/wh045/03/wh045_03_008.webp
hair,wh045,가발 W31,03,9,wh04503_9,wh000,14,23,0.4286,-2.0435,228,0,master/assets/animation_frames/hair/wh045/03/wh045_03_009.webp
hair,wh045,가발 W31,b,0,wh045b_0,wh000,15,21,0.5333,-2.2381,207,51,master/assets/animation_frames/hair/wh045/b/wh045_b_000.webp
hair,wh045,가발 W31,b,1,wh045b_1,wh000,15,21,0.5333,-2.2381,223,51,master/assets/animation_frames/hair/wh045/b/wh045_b_001.webp
hair,wh045,가발 W31,b,2,wh045b_2,wh000,15,21,0.5333,-2.2381,239,51,master/assets/animation_frames/hair/wh045/b/wh045_b_002.webp
hair,wh045,가발 W31,b,3,wh045b_3,wh000,14,23,0.4286,-2.0435,243,0,master/assets/animation_frames/hair/wh045/b/wh045_b_003.webp
hair,wh045,가발 W31,b,4,wh045b_4,wh000,14,23,0.4286,-2.0435,258,0,master/assets/animation_frames/hair/wh045/b/wh045_b_004.webp
hair,wh045,가발 W31,b,5,wh045b_5,wh000,14,23,0.4286,-2.0435,273,0,master/assets/animation_frames/hair/wh045/b/wh045_b_005.webp
hair,wh045,가발 W31,b,6,wh045b_6,wh000,15,21,0.5333,-2.2857,255,51,master/assets/animation_frames/hair/wh045/b/wh045_b_006.webp
hair,wh045,가발 W31,b,7,wh045b_7,wh000,15,21,0.5333,-2.2381,271,51,master/assets/animation_frames/hair/wh045/b/wh045_b_007.webp
hair,wh045,가발 W31,b,8,wh045b_8,wh000,15,21,0.5333,-2.2381,287,51,master/assets/animation_frames/hair/wh045/b/wh045_b_008.webp
hair,wh045,가발 W31,b,9,wh045b_9,wh000,14,23,0.4286,-2.087,288,0,master/assets/animation_frames/hair/wh045/b/wh045_b_009.webp
hair,wh045,가발 W31,b,10,wh045b_10,wh000,14,29,0.4286,-1.4138,16,0,master/assets/animation_frames/hair/wh045/b/wh045_b_010.webp
hair,wh045,가발 W31,b,11,wh045b_11,wh000,14,23,0.4286,-2.0435,303,0,master/assets/animation_frames/hair/wh045/b/wh045_b_011.webp
hair,wh045,가발 W31,b,12,wh045b_12,wh000,15,21,0.5333,-2.2857,303,51,master/assets/animation_frames/hair/wh045/b/wh045_b_012.webp
hair,wh045,가발 W31,b,13,wh045b_13,wh000,14,23,0.4286,-2.087,318,0,master/assets/animation_frames/hair/wh045/b/wh045_b_013.webp
hair,wh045,가발 W31,c,0,wh045c_0,wh000,15,21,0.5333,-2.2381,319,51,master/assets/animation_frames/hair/wh045/c/wh045_c_000.webp
hair,wh045,가발 W31,c,1,wh045c_1,wh000,15,21,0.0,-2.1905,335,51,master/assets/animation_frames/hair/wh045/c/wh045_c_001.webp
hair,wh045,가발 W31,c,2,wh045c_2,wh000,15,21,0.0,-2.1905,351,51,master/assets/animation_frames/hair/wh045/c/wh045_c_002.webp
hair,wh045,가발 W31,c,3,wh045c_3,wh000,15,50,-0.1333,-0.24,0,0,master/assets/animation_frames/hair/wh045/c/wh045_c_003.webp
hair,wh045,가발 W31,c,4,wh045c_4,wh000,14,23,0.4286,-2.0435,333,0,master/assets/animation_frames/hair/wh045/c/wh045_c_004.webp
hair,wh045,가발 W31,c,5,wh045c_5,wh000,14,23,-0.4286,-1.6522,348,0,master/assets/animation_frames/hair/wh045/c/wh045_c_005.webp
hair,wh045,가발 W31,c,6,wh045c_6,wh000,14,23,-0.4286,-1.6522,363,0,master/assets/animation_frames/hair/wh045/c/wh045_c_006.webp
hair,wh045,가발 W31,c,7,wh045c_7,wh000,14,23,-0.4286,-1.6522,378,0,master/assets/animation_frames/hair/wh045/c/wh045_c_007.webp
hair,wh045,가발 W31,c,8,wh045c_8,wh000,15,21,0.5333,-2.0,367,51,master/assets/animation_frames/hair/wh045/c/wh045_c_008.webp
hair,wh045,가발 W31,c,9,wh045c_9,wh000,15,21,0.6,-2.7143,383,51,master/assets/animation_frames/hair/wh045/c/wh045_c_009.webp
hair,wh045,가발 W31,c,10,wh045c_10,wh000,15,21,0.4667,-1.9524,399,51,master/assets/animation_frames/hair/wh045/c/wh045_c_010.webp
hair,wh045,가발 W31,c,11,wh045c_11,wh000,14,23,0.3571,-1.8261,393,0,master/assets/animation_frames/hair/wh045/c/wh045_c_011.webp
hair,wh045,가발 W31,c,12,wh045c_12,wh000,14,23,0.4286,-2.5652,408,0,master/assets/animation_frames/hair/wh045/c/wh045_c_012.webp
hair,wh045,가발 W31,c,13,wh045c_13,wh000,14,23,0.0,-1.5652,423,0,master/assets/animation_frames/hair/wh045/c/wh045_c_013.webp
hair,wh045,가발 W31,c,14,wh045c_14,wh000,15,21,0.4667,-1.9524,415,51,master/assets/animation_frames/hair/wh045/c/wh045_c_014.webp
hair,wh045,가발 W31,c,15,wh045c_15,wh000,15,26,0.1333,-1.1923,31,0,master/assets/animation_frames/hair/wh045/c/wh045_c_015.webp
hair,wh045,가발 W31,c,16,wh045c_16,wh000,14,23,-0.0714,-1.6522,438,0,master/assets/animation_frames/hair/wh045/c/wh045_c_016.webp
hair,wh045,가발 W31,c,17,wh045c_17,wh000,14,23,-0.7143,-1.2609,453,0,master/assets/animation_frames/hair/wh045/c/wh045_c_017.webp
hair,wh045,가발 W31,c,18,wh045c_18,wh000,15,21,1.0667,-1.7619,431,51,master/assets/animation_frames/hair/wh045/c/wh045_c_018.webp
hair,wh045,가발 W31,c,19,wh045c_19,wh000,15,21,0.1333,-1.7143,447,51,master/assets/animation_frames/hair/wh045/c/wh045_c_019.webp
hair,wh045,가발 W31,c,20,wh045c_20,wh000,15,25,0.1333,-1.24,47,0,master/assets/animation_frames/hair/wh045/c/wh045_c_020.webp
hair,wh045,가발 W31,c,21,wh045c_21,wh000,14,23,1.0,-1.7826,468,0,master/assets/animation_frames/hair/wh045/c/wh045_c_021.webp
hair,wh045,가발 W31,c,22,wh045c_22,wh000,14,23,-0.5,-1.4348,483,0,master/assets/animation_frames/hair/wh045/c/wh045_c_022.webp
hair,wh045,가발 W31,c,23,wh045c_23,wh000,14,23,-0.7143,-1.2609,498,0,master/assets/animation_frames/hair/wh045/c/wh045_c_023.webp
hair,wh045,가발 W31,c,24,wh045c_24,wh000,15,21,0.5333,-2.0,463,51,master/assets/animation_frames/hair/wh045/c/wh045_c_024.webp
hair,wh045,가발 W31,c,25,wh045c_25,wh000,15,21,0.6,-2.9524,479,51,master/assets/animation_frames/hair/wh045/c/wh045_c_025.webp
hair,wh045,가발 W31,c,26,wh045c_26,wh000,15,21,0.0,-1.4762,495,51,master/assets/animation_frames/hair/wh045/c/wh045_c_026.webp
hair,wh045,가발 W31,c,27,wh045c_27,wh000,14,23,0.3571,-1.8261,513,0,master/assets/animation_frames/hair/wh045/c/wh045_c_027.webp
hair,wh045,가발 W31,c,28,wh045c_28,wh000,14,19,0.4286,-3.3684,16,75,master/assets/animation_frames/hair/wh045/c/wh045_c_028.webp
hair,wh045,가발 W31,c,29,wh045c_29,wh000,14,23,0.0714,-1.3478,528,0,master/assets/animation_frames/hair/wh045/c/wh045_c_029.webp
hair,wh045,가발 W31,d,0,wh045d_0,wh000,15,21,0.9333,-1.9524,511,51,master/assets/animation_frames/hair/wh045/d/wh045_d_000.webp
hair,wh045,가발 W31,d,1,wh045d_1,wh000,15,21,0.8667,-2.2381,527,51,master/assets/animation_frames/hair/wh045/d/wh045_d_001.webp
hair,wh045,가발 W31,d,2,wh045d_2,wh000,15,21,0.8667,-2.3333,543,51,master/assets/animation_frames/hair/wh045/d/wh045_d_002.webp
hair,wh045,가발 W31,d,3,wh045d_3,wh000,14,23,1.0,-2.1739,543,0,master/assets/animation_frames/hair/wh045/d/wh045_d_003.webp
hair,wh045,가발 W31,d,4,wh045d_4,wh000,14,23,0.4286,-2.0,558,0,master/assets/animation_frames/hair/wh045/d/wh045_d_004.webp
hair,wh045,가발 W31,d,5,wh045d_5,wh000,14,23,0.4286,-2.087,573,0,master/assets/animation_frames/hair/wh045/d/wh045_d_005.webp
hair,wh045,가발 W31,d,6,wh045d_6,wh000,15,21,0.0,-2.1905,559,51,master/assets/animation_frames/hair/wh045/d/wh045_d_006.webp
hair,wh045,가발 W31,d,7,wh045d_7,wh000,15,21,0.0,-2.1905,575,51,master/assets/animation_frames/hair/wh045/d/wh045_d_007.webp
hair,wh045,가발 W31,d,8,wh045d_8,wh000,14,23,-0.4286,-1.6522,588,0,master/assets/animation_frames/hair/wh045/d/wh045_d_008.webp
hair,wh045,가발 W31,d,9,wh045d_9,wh000,14,23,-0.4286,-1.6522,603,0,master/assets/animation_frames/hair/wh045/d/wh045_d_009.webp
hair,wh045,가발 W31,d,10,wh045d_10,wh000,15,21,0.2667,-2.2857,591,51,master/assets/animation_frames/hair/wh045/d/wh045_d_010.webp
hair,wh045,가발 W31,d,11,wh045d_11,wh000,15,21,0.0667,-2.4762,607,51,master/assets/animation_frames/hair/wh045/d/wh045_d_011.webp
hair,wh045,가발 W31,d,12,wh045d_12,wh000,15,21,0.8,-2.2857,623,51,master/assets/animation_frames/hair/wh045/d/wh045_d_012.webp
hair,wh045,가발 W31,d,13,wh045d_13,wh000,15,21,0.2667,-2.2857,639,51,master/assets/animation_frames/hair/wh045/d/wh045_d_013.webp
hair,wh045,가발 W31,d,14,wh045d_14,wh000,14,23,-0.0714,-1.9565,618,0,master/assets/animation_frames/hair/wh045/d/wh045_d_014.webp
hair,wh045,가발 W31,d,15,wh045d_15,wh000,14,23,0.2143,-1.8261,633,0,master/assets/animation_frames/hair/wh045/d/wh045_d_015.webp
hair,wh045,가발 W31,d,16,wh045d_16,wh000,14,23,0.6429,-1.913,648,0,master/assets/animation_frames/hair/wh045/d/wh045_d_016.webp
hair,wh045,가발 W31,d,17,wh045d_17,wh000,14,23,-0.0714,-1.9565,663,0,master/assets/animation_frames/hair/wh045/d/wh045_d_017.webp
hair,wh045,가발 W31,e,0,wh045e_0,wh000,15,21,0.3333,-2.2381,655,51,master/assets/animation_frames/hair/wh045/e/wh045_e_000.webp
hair,wh045,가발 W31,e,1,wh045e_1,wh000,15,21,-0.0667,-1.9048,671,51,master/assets/animation_frames/hair/wh045/e/wh045_e_001.webp
hair,wh045,가발 W31,e,2,wh045e_2,wh000,14,23,0.4286,-2.0435,678,0,master/assets/animation_frames/hair/wh045/e/wh045_e_002.webp
hair,wh045,가발 W31,e,3,wh045e_3,wh000,14,23,-0.5714,-1.3478,693,0,master/assets/animation_frames/hair/wh045/e/wh045_e_003.webp
hair,wh045,가발 W31,e,4,wh045e_4,wh000,15,21,-0.0667,-1.9048,687,51,master/assets/animation_frames/hair/wh045/e/wh045_e_004.webp
hair,wh045,가발 W31,e,5,wh045e_5,wh000,15,21,-0.0667,-1.9048,703,51,master/assets/animation_frames/hair/wh045/e/wh045_e_005.webp
hair,wh045,가발 W31,e,6,wh045e_6,wh000,14,23,-0.5714,-1.3478,708,0,master/assets/animation_frames/hair/wh045/e/wh045_e_006.webp
hair,wh045,가발 W31,e,7,wh045e_7,wh000,14,23,-0.5714,-1.3478,723,0,master/assets/animation_frames/hair/wh045/e/wh045_e_007.webp
hair,wh045,가발 W31,e,8,wh045e_8,wh000,15,21,0.7333,-2.3333,719,51,master/assets/animation_frames/hair/wh045/e/wh045_e_008.webp
hair,wh045,가발 W31,e,9,wh045e_9,wh000,15,21,0.7333,-2.3333,735,51,master/assets/animation_frames/hair/wh045/e/wh045_e_009.webp
hair,wh045,가발 W31,e,10,wh045e_10,wh000,15,21,0.7333,-2.3333,751,51,master/assets/animation_frames/hair/wh045/e/wh045_e_010.webp
hair,wh045,가발 W31,e,11,wh045e_11,wh000,15,21,0.7333,-2.3333,767,51,master/assets/animation_frames/hair/wh045/e/wh045_e_011.webp
hair,wh045,가발 W31,e,12,wh045e_12,wh000,14,23,0.4286,-2.087,738,0,master/assets/animation_frames/hair/wh045/e/wh045_e_012.webp
hair,wh045,가발 W31,e,13,wh045e_13,wh000,14,23,0.4286,-2.087,753,0,master/assets/animation_frames/hair/wh045/e/wh045_e_013.webp
hair,wh045,가발 W31,e,14,wh045e_14,wh000,14,23,0.4286,-2.087,768,0,master/assets/animation_frames/hair/wh045/e/wh045_e_014.webp
hair,wh045,가발 W31,e,15,wh045e_15,wh000,14,23,0.4286,-2.087,783,0,master/assets/animation_frames/hair/wh045/e/wh045_e_015.webp
hair,wh045,가발 W31,e,16,wh045e_16,wh000,15,21,0.7333,-2.3333,783,51,master/assets/animation_frames/hair/wh045/e/wh045_e_016.webp
hair,wh045,가발 W31,e,17,wh045e_17,wh000,15,21,0.7333,-2.3333,799,51,master/assets/animation_frames/hair/wh045/e/wh045_e_017.webp
hair,wh045,가발 W31,e,18,wh045e_18,wh000,15,21,0.7333,-2.3333,815,51,master/assets/animation_frames/hair/wh045/e/wh045_e_018.webp
hair,wh045,가발 W31,e,19,wh045e_19,wh000,15,21,0.7333,-2.3333,831,51,master/assets/animation_frames/hair/wh045/e/wh045_e_019.webp
hair,wh045,가발 W31,e,20,wh045e_20,wh000,15,21,0.7333,-2.3333,847,51,master/assets/animation_frames/hair/wh045/e/wh045_e_020.webp
hair,wh045,가발 W31,e,21,wh045e_21,wh000,15,21,0.7333,-2.3333,863,51,master/assets/animation_frames/hair/wh045/e/wh045_e_021.webp
hair,wh045,가발 W31,e,22,wh045e_22,wh000,14,23,0.4286,-2.087,798,0,master/assets/animation_frames/hair/wh045/e/wh045_e_022.webp
hair,wh045,가발 W31,e,23,wh045e_23,wh000,14,23,0.4286,-2.087,813,0,master/assets/animation_frames/hair/wh045/e/wh045_e_023.webp
hair,wh045,가발 W31,e,24,wh045e_24,wh000,14,23,0.4286,-2.087,828,0,master/assets/animation_frames/hair/wh045/e/wh045_e_024.webp
hair,wh045,가발 W31,e,25,wh045e_25,wh000,14,23,0.4286,-2.087,843,0,master/assets/animation_frames/hair/wh045/e/wh045_e_025.webp
hair,wh045,가발 W31,e,26,wh045e_26,wh000,14,23,0.4286,-2.087,858,0,master/assets/animation_frames/hair/wh045/e/wh045_e_026.webp
hair,wh045,가발 W31,e,27,wh045e_27,wh000,14,23,0.4286,-2.087,873,0,master/assets/animation_frames/hair/wh045/e/wh045_e_027.webp
hair,wh045,가발 W31,e,28,wh045e_28,wh000,15,21,0.7333,-2.3333,879,51,master/assets/animation_frames/hair/wh045/e/wh045_e_028.webp
hair,wh045,가발 W31,e,29,wh045e_29,wh000,15,21,0.7333,-2.3333,895,51,master/assets/animation_frames/hair/wh045/e/wh045_e_029.webp
hair,wh045,가발 W31,e,30,wh045e_30,wh000,15,21,0.7333,-2.3333,911,51,master/assets/animation_frames/hair/wh045/e/wh045_e_030.webp
hair,wh045,가발 W31,e,31,wh045e_31,wh000,15,21,0.7333,-2.3333,927,51,master/assets/animation_frames/hair/wh045/e/wh045_e_031.webp
hair,wh045,가발 W31,e,32,wh045e_32,wh000,14,23,0.4286,-2.087,888,0,master/assets/animation_frames/hair/wh045/e/wh045_e_032.webp
hair,wh045,가발 W31,e,33,wh045e_33,wh000,14,23,0.4286,-2.087,903,0,master/assets/animation_frames/hair/wh045/e/wh045_e_033.webp
hair,wh045,가발 W31,e,34,wh045e_34,wh000,14,23,0.4286,-2.087,918,0,master/assets/animation_frames/hair/wh045/e/wh045_e_034.webp
hair,wh045,가발 W31,e,35,wh045e_35,wh000,14,23,0.4286,-2.087,933,0,master/assets/animation_frames/hair/wh045/e/wh045_e_035.webp
hair,wh045,가발 W31,f,0,wh045f_0,wh000,15,21,0.5333,-2.2381,943,51,master/assets/animation_frames/hair/wh045/f/wh045_f_000.webp
hair,wh045,가발 W31,f,1,wh045f_1,wh000,15,21,0.5333,-2.2857,959,51,master/assets/animation_frames/hair/wh045/f/wh045_f_001.webp
hair,wh045,가발 W31,f,2,wh045f_2,wh000,14,23,0.4286,-2.0435,948,0,master/assets/animation_frames/hair/wh045/f/wh045_f_002.webp
hair,wh045,가발 W31,f,3,wh045f_3,wh000,14,23,0.4286,-2.087,963,0,master/assets/animation_frames/hair/wh045/f/wh045_f_003.webp
hair,wh045,가발 W31,f,4,wh045f_4,wh000,15,21,0.5333,-2.2381,975,51,master/assets/animation_frames/hair/wh045/f/wh045_f_004.webp
hair,wh045,가발 W31,f,5,wh045f_5,wh000,15,21,0.5333,-2.2381,991,51,master/assets/animation_frames/hair/wh045/f/wh045_f_005.webp
